employee_id,department,database_criticality,days_since_last_rotation,reminders_ignored,magic_link_clicked,caused_breach
EMP-2506,Marketing,Medium,139,4,1,0
EMP-2507,Sales,Low,319,5,1,0
EMP-2508,Sales,Low,296,5,0,0
EMP-2509,Sales,Critical,171,4,1,0
EMP-2510,HR,High,298,4,1,0
EMP-2511,Sales,Low,394,9,0,1
EMP-2512,Marketing,High,137,4,1,0
EMP-2513,IT,Low,302,12,1,0
EMP-2514,Sales,Critical,391,9,0,1
EMP-2515,Marketing,Medium,237,11,1,0
EMP-2516,Marketing,Medium,207,4,1,0
EMP-2517,Engineering,Low,144,3,1,0
EMP-2518,IT,High,83,1,1,1
EMP-2519,IT,Low,135,3,0,0
EMP-2520,Marketing,Medium,186,5,0,1
EMP-2521,Engineering,Medium,76,0,1,0
EMP-2522,Sales,Critical,284,6,1,1
EMP-2523,IT,Critical,280,10,0,1
EMP-2524,HR,Low,305,11,1,0
EMP-2525,Engineering,Low,315,9,1,1
EMP-2526,IT,High,177,1,0,0
EMP-2527,Marketing,Low,262,6,1,1
EMP-2528,HR,Low,367,11,1,0
EMP-2529,IT,Critical,57,0,1,0
EMP-2530,Marketing,Critical,298,5,1,0
EMP-2531,IT,High,66,0,1,0
EMP-2532,Sales,Low,399,5,0,0
EMP-2533,Finance,High,141,2,0,1
EMP-2534,Finance,Medium,354,6,1,1
EMP-2535,Engineering,Critical,251,7,1,1
EMP-2536,HR,Low,353,6,0,0
EMP-2537,Finance,Medium,395,4,1,0
EMP-2538,Engineering,Medium,159,4,0,0
EMP-2539,Sales,High,128,4,1,0
EMP-2540,Engineering,Medium,76,1,1,0
EMP-2541,IT,Medium,240,11,1,0
EMP-2542,IT,Low,168,3,0,0
EMP-2543,Engineering,High,123,1,1,0
EMP-2544,Sales,Medium,93,1,1,0
EMP-2545,IT,Critical,67,1,1,0
EMP-2546,IT,Low,238,6,1,1
EMP-2547,Marketing,Critical,355,10,1,1
EMP-2548,HR,Medium,82,0,1,0
EMP-2549,Finance,Medium,366,11,1,1
EMP-2550,Marketing,Critical,299,4,1,0
EMP-2551,HR,Critical,85,0,1,0
EMP-2552,HR,High,286,9,0,1
EMP-2553,IT,Critical,178,3,1,0
EMP-2554,Finance,Low,249,5,1,1
EMP-2555,Marketing,Critical,68,1,1,0
EMP-2556,Finance,Critical,148,4,0,0
EMP-2557,IT,Medium,228,5,1,0
EMP-2558,Finance,Critical,308,6,1,1
EMP-2559,Engineering,Low,157,1,1,0
EMP-2560,Marketing,Low,113,1,1,0
EMP-2561,HR,Medium,364,12,1,1
EMP-2562,Finance,Low,372,8,1,1
EMP-2563,IT,Medium,80,0,1,0
EMP-2564,Sales,Low,126,3,0,0
EMP-2565,Sales,Critical,125,2,1,0
EMP-2566,Finance,Critical,268,11,0,1
EMP-2567,Marketing,Low,166,3,1,0
EMP-2568,Engineering,Medium,131,4,1,0
EMP-2569,Marketing,High,106,2,1,1
EMP-2570,Finance,Critical,142,2,1,1
EMP-2571,Engineering,Medium,170,3,0,0
EMP-2572,Marketing,Critical,105,4,0,0
EMP-2573,HR,Critical,359,12,1,1
EMP-2574,Marketing,High,78,0,1,0
EMP-2575,IT,Critical,112,3,1,0
EMP-2576,Sales,High,39,1,1,0
EMP-2577,IT,Low,339,9,1,0
EMP-2578,Finance,High,283,6,1,1
EMP-2579,IT,High,52,1,1,0
EMP-2580,Marketing,Low,41,0,1,0
EMP-2581,IT,Low,304,4,1,1
EMP-2582,Marketing,Medium,375,12,0,0
EMP-2583,Finance,Critical,117,4,1,0
EMP-2584,Marketing,Medium,237,9,0,0
EMP-2585,Marketing,Low,167,2,1,0
EMP-2586,Finance,Low,207,5,1,0
EMP-2587,HR,Low,32,0,1,0
EMP-2588,IT,Medium,179,4,0,1
EMP-2589,Engineering,Medium,302,9,0,1
EMP-2590,Sales,High,345,11,1,1
EMP-2591,Finance,Critical,131,3,0,1
EMP-2592,Marketing,Medium,132,4,1,0
EMP-2593,Engineering,Low,399,8,1,1
EMP-2594,IT,High,111,4,1,0
EMP-2595,Marketing,Medium,241,11,1,1
EMP-2596,Marketing,Medium,30,0,1,0
EMP-2597,Engineering,High,342,10,1,1
EMP-2598,Finance,Critical,361,10,0,1
EMP-2599,Sales,Critical,108,4,1,0
EMP-2600,IT,Low,95,1,1,0
EMP-2601,Engineering,Low,201,4,0,1
EMP-2602,Engineering,High,173,4,1,0
EMP-2603,HR,Critical,120,2,0,0
EMP-2604,HR,High,32,0,1,0
EMP-2605,Engineering,Critical,50,1,1,0
EMP-2606,IT,Critical,34,0,0,0
EMP-2607,Engineering,Critical,79,1,1,0
EMP-2608,IT,High,172,2,0,0
EMP-2609,HR,Low,210,5,0,0
EMP-2610,Engineering,High,212,7,1,1
EMP-2611,Sales,Medium,199,6,0,1
EMP-2612,HR,Medium,72,0,0,0
EMP-2613,Engineering,Critical,333,5,0,1
EMP-2614,Marketing,Critical,169,4,1,0
EMP-2615,IT,High,262,3,0,0
EMP-2616,Marketing,Critical,340,11,1,1
EMP-2617,HR,Low,222,7,0,1
EMP-2618,HR,Low,373,12,1,1
EMP-2619,Finance,Medium,71,1,1,0
EMP-2620,HR,High,399,3,1,0
EMP-2621,Sales,Low,311,7,0,1
EMP-2622,Finance,Medium,200,3,1,0
EMP-2623,Finance,High,335,5,0,0
EMP-2624,Marketing,Medium,225,9,0,0
EMP-2625,IT,Medium,195,6,0,0
EMP-2626,Marketing,Critical,357,6,0,1
EMP-2627,Marketing,High,99,3,1,0
EMP-2628,Marketing,Low,280,11,1,1
EMP-2629,Sales,Low,335,3,1,1
EMP-2630,HR,Medium,311,9,0,1
EMP-2631,Finance,Critical,137,3,1,0
EMP-2632,IT,High,210,11,1,1
EMP-2633,HR,Low,155,3,1,0
EMP-2634,Engineering,Medium,255,8,1,0
EMP-2635,Engineering,Low,109,4,1,0
EMP-2636,HR,High,34,1,1,0
EMP-2637,Finance,Low,58,1,1,0
EMP-2638,Engineering,Critical,149,2,0,0
EMP-2639,IT,High,242,8,1,1
EMP-2640,HR,High,235,10,0,1
EMP-2641,Marketing,Low,197,9,1,0
EMP-2642,HR,Medium,111,3,1,0
EMP-2643,Marketing,Medium,386,9,0,1
EMP-2644,HR,High,303,12,1,1
EMP-2645,HR,Medium,199,4,0,0
EMP-2646,Marketing,Low,201,5,1,0
EMP-2647,Sales,Medium,262,3,1,0
EMP-2648,IT,Critical,302,5,1,1
EMP-2649,HR,Critical,347,12,1,1
EMP-2650,Finance,High,397,11,1,0
EMP-2651,Finance,Medium,230,4,1,0
EMP-2652,Sales,Critical,94,4,0,0
EMP-2653,Sales,High,215,3,0,1
EMP-2654,Marketing,High,78,0,1,0
EMP-2655,Engineering,Medium,206,12,1,0
EMP-2656,IT,High,170,1,1,1
EMP-2657,Marketing,Low,278,5,1,0
EMP-2658,Engineering,Medium,351,7,0,1
EMP-2659,Finance,Critical,273,12,0,1
EMP-2660,Finance,Critical,39,1,1,1
EMP-2661,Marketing,Low,365,4,1,0
EMP-2662,Engineering,High,137,3,0,0
EMP-2663,Sales,Critical,205,9,1,0
EMP-2664,HR,High,246,8,0,1
EMP-2665,HR,High,231,8,1,1
EMP-2666,Finance,High,41,0,0,1
EMP-2667,Finance,High,354,4,1,1
EMP-2668,HR,Medium,361,5,1,1
EMP-2669,IT,Low,190,10,0,0
EMP-2670,Marketing,Low,335,4,1,0
EMP-2671,HR,Low,223,5,1,1
EMP-2672,Engineering,High,66,1,1,0
EMP-2673,HR,Critical,36,1,0,0
EMP-2674,Finance,Medium,390,7,1,1
EMP-2675,Marketing,Critical,67,0,0,0
EMP-2676,Marketing,Medium,363,10,0,1
EMP-2677,Engineering,Low,70,1,1,0
EMP-2678,Engineering,Low,335,4,0,1
EMP-2679,Finance,Medium,59,0,1,0
EMP-2680,Sales,Medium,30,0,0,0
EMP-2681,Engineering,Medium,154,4,0,0
EMP-2682,Sales,High,167,3,1,1
EMP-2683,HR,Medium,242,11,1,1
EMP-2684,Engineering,Low,172,2,1,0
EMP-2685,HR,Low,360,6,1,1
EMP-2686,Sales,Critical,367,9,1,1
EMP-2687,IT,Low,33,0,0,0
EMP-2688,Engineering,High,296,5,1,0
EMP-2689,Engineering,Low,66,0,1,0
EMP-2690,Engineering,Critical,155,1,1,1
EMP-2691,Finance,Low,134,1,1,0
EMP-2692,IT,Critical,143,2,1,1
EMP-2693,Marketing,Low,289,9,0,1
EMP-2694,Marketing,Critical,378,9,1,1
EMP-2695,Finance,Low,30,1,0,0
EMP-2696,Marketing,Critical,40,1,1,0
EMP-2697,Finance,Critical,341,6,1,1
EMP-2698,Sales,Medium,299,6,0,1
EMP-2699,Sales,Medium,336,3,0,0
EMP-2700,Finance,Critical,246,7,1,0
EMP-2701,Marketing,Medium,359,10,0,1
EMP-2702,Marketing,Critical,272,10,1,1
EMP-2703,IT,Low,368,10,1,1
EMP-2704,IT,Medium,324,3,0,1
EMP-2705,HR,Critical,349,11,0,1
EMP-2706,IT,Medium,317,3,1,1
EMP-2707,IT,High,243,10,0,1
EMP-2708,Marketing,High,303,8,1,0
EMP-2709,Marketing,High,118,3,0,1
EMP-2710,Marketing,Critical,350,8,1,1
EMP-2711,Engineering,High,297,4,1,1
EMP-2712,HR,Critical,268,11,1,1
EMP-2713,Finance,Critical,384,3,1,0
EMP-2714,Marketing,Low,241,9,0,0
EMP-2715,Engineering,High,220,6,0,0
EMP-2716,IT,Medium,359,3,0,0
EMP-2717,Marketing,Low,265,3,1,1
EMP-2718,Marketing,Critical,73,0,0,0
EMP-2719,Marketing,Medium,93,3,0,0
EMP-2720,Marketing,Low,321,11,1,1
EMP-2721,Finance,Critical,297,8,1,0
EMP-2722,IT,Critical,276,8,1,1
EMP-2723,Sales,Low,216,12,1,1
EMP-2724,Marketing,Critical,127,3,1,0
EMP-2725,Sales,Critical,262,5,1,1
EMP-2726,Finance,Low,253,7,1,1
EMP-2727,Finance,Critical,365,8,0,1
EMP-2728,Sales,Low,110,3,1,0
EMP-2729,Sales,Critical,192,11,0,1
EMP-2730,Finance,Critical,354,3,1,1
EMP-2731,Finance,Critical,81,1,0,0
EMP-2732,IT,Medium,319,7,1,1
EMP-2733,IT,Low,299,8,1,0
EMP-2734,Engineering,Low,99,4,1,0
EMP-2735,Finance,Low,77,1,0,0
EMP-2736,HR,Medium,290,12,1,1
EMP-2737,Marketing,Critical,253,10,1,1
EMP-2738,Sales,Critical,207,6,1,1
EMP-2739,Marketing,Low,51,0,1,0
EMP-2740,Marketing,High,363,11,0,1
EMP-2741,HR,High,390,8,1,1
EMP-2742,Finance,Low,271,8,1,1
EMP-2743,HR,Critical,312,11,0,1
EMP-2744,HR,Low,96,3,0,0
EMP-2745,Marketing,Medium,265,7,1,1
EMP-2746,HR,Critical,172,2,1,0
EMP-2747,Engineering,Medium,77,1,1,0
EMP-2748,HR,Medium,176,2,1,0
EMP-2749,IT,Low,161,2,1,0
EMP-2750,Marketing,Critical,279,12,0,1
EMP-2751,HR,High,117,1,1,0
EMP-2752,HR,High,223,9,1,1
EMP-2753,IT,High,189,9,1,0
EMP-2754,Finance,Low,148,2,1,0
EMP-2755,Sales,High,342,4,1,0
EMP-2756,HR,High,366,5,0,1
EMP-2757,Marketing,High,197,3,1,1
EMP-2758,Sales,Critical,89,0,1,0
EMP-2759,IT,High,342,5,0,0
EMP-2760,IT,High,344,7,1,1
EMP-2761,IT,High,155,4,1,0
EMP-2762,Engineering,Low,363,6,1,1
EMP-2763,Sales,Low,178,3,1,0
EMP-2764,Engineering,Critical,159,3,0,0
EMP-2765,HR,Critical,139,1,1,0
EMP-2766,Sales,High,380,6,1,1
EMP-2767,IT,Critical,101,4,1,1
EMP-2768,Finance,Low,373,7,1,1
EMP-2769,Engineering,Low,30,1,1,0
EMP-2770,IT,High,292,4,1,0
EMP-2771,Sales,Medium,36,0,1,0
EMP-2772,Finance,Critical,244,8,0,1
EMP-2773,HR,High,81,0,1,0
EMP-2774,IT,Critical,163,3,1,0
EMP-2775,Sales,High,338,4,1,1
EMP-2776,Finance,Low,193,4,1,0
EMP-2777,Finance,High,270,12,1,1
EMP-2778,Engineering,High,354,5,0,1
EMP-2779,HR,Medium,168,2,0,0
EMP-2780,Marketing,Low,48,1,1,0
EMP-2781,Engineering,High,210,10,0,1
EMP-2782,Marketing,High,231,5,0,1
EMP-2783,IT,High,191,10,1,0
EMP-2784,HR,High,376,6,1,1
EMP-2785,Marketing,Low,82,0,1,0
EMP-2786,Engineering,Medium,71,0,0,0
EMP-2787,Engineering,Low,208,6,1,1
EMP-2788,IT,Low,352,6,0,1
EMP-2789,IT,Critical,283,4,1,0
EMP-2790,HR,Medium,98,1,0,0
EMP-2791,IT,Medium,196,3,1,0
EMP-2792,HR,Medium,272,10,1,1
EMP-2793,Finance,Medium,94,1,1,0
EMP-2794,Finance,Critical,240,7,1,1
EMP-2795,Marketing,Medium,130,4,0,0
EMP-2796,Finance,Low,174,2,1,0
EMP-2797,HR,Medium,69,0,0,0
EMP-2798,Finance,Critical,41,0,0,0
EMP-2799,HR,High,180,8,0,1
EMP-2800,Engineering,High,98,2,1,0
EMP-2801,Engineering,Medium,56,0,1,0
EMP-2802,Sales,Critical,164,4,1,1
EMP-2803,Sales,Medium,84,0,0,0
EMP-2804,IT,Low,121,1,0,0
EMP-2805,IT,Low,43,0,0,0
EMP-2806,IT,Low,61,0,1,0
EMP-2807,Finance,Critical,331,8,0,1
EMP-2808,HR,Critical,318,7,1,1
EMP-2809,Engineering,Medium,265,7,0,1
EMP-2810,Engineering,Low,345,5,1,0
EMP-2811,Sales,Critical,312,5,1,1
EMP-2812,HR,Medium,378,7,1,1
EMP-2813,HR,Critical,203,4,1,1
EMP-2814,Engineering,Low,103,2,1,0
EMP-2815,Finance,Medium,215,9,1,0
EMP-2816,Finance,Low,192,10,1,1
EMP-2817,IT,Medium,197,6,0,0
EMP-2818,Engineering,Critical,195,8,1,1
EMP-2819,Marketing,High,146,4,0,1
EMP-2820,Engineering,Medium,142,1,1,0
EMP-2821,Finance,Low,311,9,0,1
EMP-2822,Finance,High,211,11,0,1
EMP-2823,IT,Medium,279,7,1,1
EMP-2824,Finance,Critical,253,12,1,1
EMP-2825,IT,Low,316,11,1,1
EMP-2826,HR,Critical,149,4,0,0
EMP-2827,Engineering,Medium,169,4,0,1
EMP-2828,Engineering,High,333,5,1,1
EMP-2829,Sales,Low,60,0,1,0
EMP-2830,IT,Critical,62,0,1,0
EMP-2831,IT,High,80,0,1,1
EMP-2832,Finance,Medium,332,4,1,0
EMP-2833,Sales,Medium,229,6,1,1
EMP-2834,Finance,Medium,186,6,0,1
EMP-2835,Marketing,Critical,97,3,1,0
EMP-2836,IT,Critical,61,0,1,0
EMP-2837,IT,Low,168,1,1,0
EMP-2838,Marketing,Medium,110,3,1,0
EMP-2839,Finance,Medium,100,3,1,0
EMP-2840,HR,Medium,354,11,1,0
EMP-2841,Sales,High,116,1,1,0
EMP-2842,Finance,Critical,258,5,1,1
EMP-2843,HR,High,276,3,1,0
EMP-2844,IT,Medium,320,11,1,0
EMP-2845,HR,Medium,207,11,1,1
EMP-2846,Engineering,High,279,3,0,0
EMP-2847,Finance,Low,114,2,1,0
EMP-2848,HR,Low,173,4,1,1
EMP-2849,IT,Low,356,7,1,1
EMP-2850,Sales,Critical,172,4,0,0
EMP-2851,IT,Critical,165,4,1,0
EMP-2852,IT,Critical,260,12,0,1
EMP-2853,Engineering,High,127,2,1,0
EMP-2854,Sales,Medium,111,1,1,0
EMP-2855,Finance,Low,89,0,1,0
EMP-2856,IT,Critical,289,6,0,1
EMP-2857,Finance,High,42,1,1,1
EMP-2858,IT,High,299,7,1,1
EMP-2859,Engineering,Critical,298,9,1,1
EMP-2860,HR,Critical,240,7,1,0
EMP-2861,Engineering,Low,400,7,0,1
EMP-2862,IT,High,187,10,1,0
EMP-2863,Sales,Low,131,4,1,0
EMP-2864,Marketing,Critical,114,2,0,1
EMP-2865,HR,Medium,296,8,1,1
EMP-2866,Sales,Medium,208,5,1,0
EMP-2867,IT,Medium,119,4,0,0
EMP-2868,HR,Critical,110,2,1,0
EMP-2869,IT,Medium,383,3,0,0
EMP-2870,Finance,Low,139,1,1,0
EMP-2871,Sales,High,301,7,1,1
EMP-2872,HR,Critical,252,5,1,0
EMP-2873,Finance,Medium,281,6,1,0
EMP-2874,Finance,Critical,147,1,0,0
EMP-2875,HR,Low,331,12,0,1
EMP-2876,Sales,Low,61,1,1,0
EMP-2877,Sales,Critical,294,8,0,1
EMP-2878,Marketing,High,53,0,1,1
EMP-2879,IT,Medium,214,11,1,1
EMP-2880,Marketing,Low,370,7,0,1
EMP-2881,Sales,Critical,173,1,1,1
EMP-2882,Sales,Critical,30,1,0,0
EMP-2883,Sales,Critical,97,4,1,0
EMP-2884,Marketing,Low,310,6,0,0
EMP-2885,Engineering,Medium,341,10,1,1
EMP-2886,Marketing,Critical,58,1,1,0
EMP-2887,IT,Low,290,3,1,0
EMP-2888,Finance,Medium,276,4,1,1
EMP-2889,Finance,Medium,266,10,1,1
EMP-2890,HR,High,71,0,1,0
EMP-2891,IT,Low,169,4,1,0
EMP-2892,Marketing,Critical,275,9,0,1
EMP-2893,Finance,Low,151,3,1,0
EMP-2894,Marketing,Critical,107,3,1,0
EMP-2895,IT,High,110,3,1,0
EMP-2896,HR,High,213,12,1,1
EMP-2897,Engineering,Medium,364,12,0,1
EMP-2898,Finance,High,323,8,1,0
EMP-2899,IT,Low,37,1,0,0
EMP-2900,Sales,High,132,4,1,0
EMP-2901,Marketing,High,48,0,1,0
EMP-2902,Sales,Medium,352,6,1,1
EMP-2903,IT,High,360,7,0,1
EMP-2904,HR,Medium,75,0,0,0
EMP-2905,IT,Low,110,2,0,1
EMP-2906,Marketing,Low,141,4,0,0
EMP-2907,HR,Critical,281,7,1,1
EMP-2908,IT,High,350,11,0,1
EMP-2909,Marketing,Low,139,3,1,0
EMP-2910,Marketing,Medium,252,6,1,0
EMP-2911,HR,Critical,205,4,0,1
EMP-2912,Sales,Low,210,10,1,1
EMP-2913,Engineering,High,263,8,1,1
EMP-2914,Sales,High,336,4,0,1
EMP-2915,Marketing,High,395,8,1,0
EMP-2916,Sales,Low,116,2,0,0
EMP-2917,Finance,Medium,69,1,1,0
EMP-2918,IT,Medium,130,2,1,0
EMP-2919,Finance,High,386,9,1,1
EMP-2920,IT,Critical,110,1,1,1
EMP-2921,Marketing,Low,238,3,1,1
EMP-2922,Marketing,Medium,104,4,0,0
EMP-2923,Engineering,Low,328,8,1,0
EMP-2924,Finance,Critical,285,6,1,1
EMP-2925,Marketing,High,381,12,0,1
EMP-2926,Finance,Medium,285,9,1,1
EMP-2927,Finance,Critical,171,4,1,0
EMP-2928,HR,High,209,6,1,1
EMP-2929,Finance,Critical,103,3,0,0
EMP-2930,Finance,Low,136,4,0,0
EMP-2931,Sales,Medium,117,4,1,0
EMP-2932,Sales,Low,137,3,1,0
EMP-2933,Marketing,Critical,118,4,1,0
EMP-2934,IT,Medium,332,3,0,1
EMP-2935,Finance,Medium,396,6,1,1
EMP-2936,HR,Critical,390,11,0,1
EMP-2937,IT,High,213,12,0,1
EMP-2938,IT,Critical,284,12,0,1
EMP-2939,IT,Low,156,1,1,0
EMP-2940,Marketing,Low,269,8,1,1
EMP-2941,Engineering,Medium,303,4,1,0
EMP-2942,HR,Low,169,2,0,0
EMP-2943,Engineering,Critical,92,3,1,0
EMP-2944,Sales,Medium,199,11,1,0
EMP-2945,IT,Medium,36,1,1,0
EMP-2946,IT,Critical,193,9,1,1
EMP-2947,Finance,Medium,303,6,0,1
EMP-2948,Marketing,Medium,301,11,1,1
EMP-2949,Finance,Low,229,3,0,1
EMP-2950,Marketing,Low,189,7,1,1
EMP-2951,Sales,Critical,374,7,0,1
EMP-2952,Sales,Critical,345,11,1,1
EMP-2953,Finance,Critical,115,3,1,1
EMP-2954,Finance,Medium,250,9,0,0
EMP-2955,IT,Critical,219,11,1,1
EMP-2956,HR,Critical,224,3,0,1
EMP-2957,HR,Medium,166,4,1,0
EMP-2958,IT,Critical,112,3,1,0
EMP-2959,Engineering,High,208,7,1,1
EMP-2960,HR,Medium,38,1,0,0
EMP-2961,Finance,Critical,220,5,1,1
EMP-2962,IT,Medium,98,2,0,0
EMP-2963,Sales,High,276,9,0,1
EMP-2964,Finance,Medium,61,0,0,0
EMP-2965,Sales,Low,181,5,0,0
EMP-2966,HR,Critical,321,4,1,0
EMP-2967,Finance,High,264,4,1,1
EMP-2968,Engineering,Critical,272,5,1,0
EMP-2969,Sales,High,317,9,0,1
EMP-2970,Engineering,Medium,392,3,1,0
EMP-2971,Engineering,High,175,4,1,0
EMP-2972,IT,Low,143,3,1,0
EMP-2973,HR,Critical,354,11,1,1
EMP-2974,HR,Low,367,9,1,0
EMP-2975,Finance,Low,161,3,0,0
EMP-2976,IT,High,242,7,1,1
EMP-2977,Engineering,Low,146,3,1,0
EMP-2978,Marketing,Medium,351,11,1,0
EMP-2979,IT,High,75,1,1,0
EMP-2980,Engineering,High,357,5,1,1
EMP-2981,HR,Low,395,8,1,1
EMP-2982,Engineering,Medium,205,5,1,0
EMP-2983,Sales,Critical,110,1,1,0
EMP-2984,Sales,Critical,221,5,1,0
EMP-2985,Engineering,Low,80,1,0,0
EMP-2986,IT,Medium,93,1,1,0
EMP-2987,Engineering,High,80,0,1,0
EMP-2988,Finance,Critical,46,1,1,0
EMP-2989,Sales,Low,36,1,0,0
EMP-2990,Marketing,High,90,1,1,0
EMP-2991,IT,Low,302,12,1,1
EMP-2992,HR,Critical,205,10,1,1
EMP-2993,Engineering,High,42,0,0,0
EMP-2994,HR,Critical,377,10,1,1
EMP-2995,Finance,Medium,156,4,0,1
EMP-2996,IT,Critical,385,3,1,1
EMP-2997,Finance,Critical,80,1,0,0
EMP-2998,Engineering,Low,175,2,0,0
EMP-2999,Marketing,High,265,9,0,1
EMP-3000,IT,Low,255,12,1,1
EMP-3001,Marketing,Medium,315,11,1,0
EMP-3002,HR,Critical,398,9,1,1
EMP-3003,Marketing,High,243,3,1,1
EMP-3004,Marketing,Low,202,11,1,0
EMP-3005,Marketing,Critical,206,10,1,1
EMP-3006,Engineering,Critical,332,5,1,0
EMP-3007,HR,Critical,38,0,1,0
EMP-3008,Marketing,High,315,9,1,1
EMP-3009,IT,Medium,207,5,1,0
EMP-3010,HR,Medium,53,0,1,0
EMP-3011,HR,Medium,44,0,1,0
EMP-3012,Finance,Low,129,4,1,0
EMP-3013,Marketing,Critical,202,8,0,1
EMP-3014,Sales,Medium,258,8,0,1
EMP-3015,IT,High,84,0,1,1
EMP-3016,Finance,High,230,3,1,1
EMP-3017,Finance,High,83,0,0,1
EMP-3018,Engineering,Low,166,4,0,0
EMP-3019,IT,High,343,6,0,1
EMP-3020,Engineering,High,368,3,0,1
EMP-3021,Sales,Medium,246,7,1,1
EMP-3022,Finance,Low,32,0,1,0
EMP-3023,IT,Medium,184,8,1,0
EMP-3024,HR,High,267,9,0,1
EMP-3025,IT,High,111,4,1,0
EMP-3026,Engineering,Low,109,4,1,0
EMP-3027,Marketing,Critical,228,4,1,0
EMP-3028,IT,High,159,1,1,0
EMP-3029,Sales,Low,379,10,1,1
EMP-3030,Marketing,Medium,386,10,1,1
EMP-3031,HR,High,40,1,1,1
EMP-3032,IT,Medium,276,3,0,0
EMP-3033,Marketing,Low,372,12,1,1
EMP-3034,IT,High,260,3,0,0
EMP-3035,Engineering,Medium,98,2,1,0
EMP-3036,IT,Critical,346,8,1,1
EMP-3037,IT,Critical,203,4,1,0
EMP-3038,IT,Low,212,12,1,1
EMP-3039,Finance,Medium,115,1,0,0
EMP-3040,Marketing,Critical,257,10,1,1
EMP-3041,HR,High,277,8,1,1
EMP-3042,Engineering,Low,326,12,1,1
EMP-3043,Engineering,Medium,387,12,1,0
EMP-3044,Sales,High,372,9,1,0
EMP-3045,IT,Medium,214,4,0,0
EMP-3046,IT,Medium,371,7,0,1
EMP-3047,Engineering,Medium,211,5,1,1
EMP-3048,HR,Low,205,5,1,0
EMP-3049,Finance,High,236,7,1,1
EMP-3050,Finance,Critical,154,1,0,0
EMP-3051,HR,High,109,2,0,0
EMP-3052,Sales,High,202,11,1,1
EMP-3053,Marketing,Critical,42,0,0,0
EMP-3054,Engineering,High,123,4,0,1
EMP-3055,HR,Critical,220,8,1,1
EMP-3056,Engineering,Medium,232,5,1,0
EMP-3057,IT,Critical,160,3,1,0
EMP-3058,Marketing,Critical,73,1,0,0
EMP-3059,IT,Medium,205,5,0,0
EMP-3060,HR,Low,127,3,1,0
EMP-3061,Finance,Medium,383,10,1,1
EMP-3062,HR,Critical,258,3,0,1
EMP-3063,Finance,Critical,289,4,1,0
EMP-3064,IT,Low,361,11,1,0
EMP-3065,IT,Critical,291,8,0,1
EMP-3066,Sales,Medium,171,1,1,0
EMP-3067,Sales,Medium,324,8,1,1
EMP-3068,Finance,Medium,311,9,1,1
EMP-3069,Engineering,Low,104,2,1,0
EMP-3070,Engineering,Critical,264,6,1,1
EMP-3071,Engineering,Critical,358,6,1,1
EMP-3072,Marketing,Low,282,11,1,1
EMP-3073,HR,High,142,2,1,0
EMP-3074,Sales,Critical,304,3,1,0
EMP-3075,Engineering,Medium,108,1,1,0
EMP-3076,Finance,Medium,388,8,0,1
EMP-3077,Marketing,High,136,4,1,0
EMP-3078,Engineering,Critical,93,3,0,1
EMP-3079,HR,Medium,244,8,1,0
EMP-3080,IT,Low,163,4,0,0
EMP-3081,IT,Low,52,1,1,0
EMP-3082,HR,Medium,341,3,1,1
EMP-3083,Engineering,Low,146,2,1,0
EMP-3084,Sales,Critical,387,4,1,1
EMP-3085,Marketing,High,101,1,1,1
EMP-3086,Marketing,Critical,137,2,1,0
EMP-3087,Finance,Critical,122,2,1,0
EMP-3088,Finance,Medium,363,9,1,1
EMP-3089,IT,Low,202,5,1,0
EMP-3090,HR,Critical,345,7,1,1
EMP-3091,Sales,Low,179,2,1,0
EMP-3092,Finance,Low,125,2,0,0
EMP-3093,Finance,Low,74,0,1,0
EMP-3094,Finance,Low,316,5,1,1
EMP-3095,Engineering,Low,167,2,1,0
EMP-3096,Marketing,Critical,233,6,0,1
EMP-3097,Marketing,High,384,7,1,1
EMP-3098,HR,Medium,371,12,0,1
EMP-3099,IT,Low,239,4,1,0
EMP-3100,IT,Low,159,4,1,0
EMP-3101,Sales,High,201,11,0,1
EMP-3102,Marketing,Critical,375,11,0,1
EMP-3103,Finance,Low,252,5,1,0
EMP-3104,Engineering,Low,388,7,1,1
EMP-3105,IT,High,137,2,1,0
EMP-3106,HR,Critical,109,4,1,0
EMP-3107,Marketing,Critical,118,4,1,0
EMP-3108,HR,High,151,1,1,0
EMP-3109,IT,High,183,7,1,0
EMP-3110,Marketing,Low,120,4,0,1
EMP-3111,IT,Critical,387,3,0,0
EMP-3112,Finance,High,227,11,1,1
EMP-3113,IT,Critical,153,1,0,0
EMP-3114,Engineering,Medium,324,10,0,1
EMP-3115,Engineering,High,331,11,1,1
EMP-3116,Marketing,Medium,229,3,0,0
EMP-3117,HR,Low,198,6,1,1
EMP-3118,Marketing,Critical,170,1,1,1
EMP-3119,Engineering,Medium,138,1,1,0
EMP-3120,Finance,Critical,358,4,1,0
EMP-3121,Sales,Critical,250,4,0,1
EMP-3122,IT,Medium,389,9,0,1
EMP-3123,Marketing,Low,186,6,0,1
EMP-3124,HR,Medium,189,7,1,1
EMP-3125,Finance,Medium,324,11,0,1
EMP-3126,IT,Critical,59,0,1,1
EMP-3127,IT,Low,59,0,0,0
EMP-3128,Marketing,Low,58,1,1,0
EMP-3129,IT,Low,71,1,0,0
EMP-3130,Marketing,Low,275,9,0,1
EMP-3131,Engineering,High,323,12,1,1
