employee_id,department,role,database_name,days_to_expiry,total_rotations,successful_rotations,failed_rotations,reminders_ignored,avg_response_hours,login_frequency_per_week,password_strength_score,uses_mfa,breach_risk_score,caused_breach
EMP-0307,Infrastructure,Developer,Redis,60,6,6,0,2,44,4,5,0,0,0
EMP-0308,Security,Tech Lead,MySQL,133,7,4,3,0,24,26,9,1,0,0
EMP-0309,Finance,Senior Developer,MySQL,23,9,5,4,0,4,5,6,0,0,0
EMP-0310,Finance,Developer,MongoDB,17,5,4,1,0,14,6,2,0,0,0
EMP-0311,Security,Intern,MariaDB,12,1,1,0,1,46,38,6,1,0,0
EMP-0312,Infrastructure,Analyst,MongoDB,74,2,1,1,2,41,13,8,1,0,0
EMP-0313,HR,Analyst,MariaDB,21,1,1,0,0,48,5,9,1,0,0
EMP-0314,Data Science,Senior Developer,Oracle,47,14,10,4,0,24,22,5,1,0,0
EMP-0315,Finance,Intern,MariaDB,28,15,13,2,1,167,27,2,0,0,0
EMP-0316,Operations,Analyst,MySQL,22,5,3,2,0,13,13,2,0,0,0
EMP-0317,Engineering,Intern,SQL Server,79,5,5,0,0,139,30,8,1,0,0
EMP-0318,Operations,Developer,SQL Server,16,15,11,4,2,37,16,6,0,0,1
EMP-0319,HR,Tech Lead,PostgreSQL,23,2,2,0,1,16,35,5,1,0,0
EMP-0320,Data Science,Analyst,SQL Server,-3,1,1,0,9,17,18,6,1,47.83,0
EMP-0321,QA,Engineer,MariaDB,21,4,2,2,1,16,38,10,0,0,0
EMP-0322,Infrastructure,Manager,CockroachDB,141,6,4,2,2,13,11,4,1,0,0
EMP-0323,Infrastructure,Engineer,CockroachDB,23,7,4,3,1,41,40,3,0,8.83,0
EMP-0324,Operations,Junior Developer,CockroachDB,-30,15,11,4,7,110,8,5,0,100,1
EMP-0325,Finance,Senior Developer,Oracle,150,10,7,3,0,18,17,10,1,0,0
EMP-0326,Infrastructure,Senior Developer,MariaDB,42,8,5,3,1,7,8,7,0,0,0
EMP-0327,HR,Senior Developer,Oracle,116,4,3,1,1,31,39,10,1,0,0
EMP-0328,Finance,Tech Lead,MariaDB,62,11,9,2,2,1,36,4,1,0,0
EMP-0329,Finance,Engineer,Redis,103,13,7,6,0,52,22,5,1,0,0
EMP-0330,Engineering,Engineer,Oracle,36,3,3,0,1,52,38,3,0,0,0
EMP-0331,Engineering,Analyst,MongoDB,102,14,13,1,0,46,25,6,1,0,0
EMP-0332,Engineering,Senior Developer,MongoDB,63,4,3,1,0,23,40,6,1,0,0
EMP-0333,Security,Developer,MongoDB,-11,11,6,5,10,47,34,8,1,100,1
EMP-0334,Engineering,Manager,MongoDB,18,10,10,0,1,3,21,9,0,0,0
EMP-0335,Operations,Analyst,MariaDB,87,14,10,4,2,61,2,8,0,0,0
EMP-0336,Data Science,Analyst,MongoDB,110,9,9,0,2,18,3,6,1,0,0
EMP-0337,Security,Tech Lead,MariaDB,72,2,2,0,1,5,22,7,0,0,0
EMP-0338,Operations,Manager,SQL Server,52,13,11,2,0,4,6,6,0,0,0
EMP-0339,QA,Manager,Redis,121,2,2,0,0,1,21,9,1,0,0
EMP-0340,Data Science,Junior Developer,CockroachDB,111,12,10,2,0,91,8,6,1,0,0
EMP-0341,QA,Analyst,PostgreSQL,121,1,1,0,0,57,12,3,1,0,0
EMP-0342,Data Science,Analyst,Oracle,131,3,2,1,0,70,32,9,1,0,0
EMP-0343,Data Science,Analyst,CockroachDB,-20,3,3,0,6,30,15,4,1,80.0,1
EMP-0344,Engineering,Tech Lead,MySQL,96,15,9,6,2,13,17,2,1,0,0
EMP-0345,Operations,Engineer,MariaDB,-31,9,7,2,3,49,40,6,1,81.17,1
EMP-0346,Operations,Tech Lead,MariaDB,85,8,5,3,2,32,25,2,1,0,0
EMP-0347,Engineering,Developer,PostgreSQL,132,8,4,4,2,27,26,10,1,0,0
EMP-0348,HR,Tech Lead,PostgreSQL,12,13,8,5,1,1,9,6,1,0,0
EMP-0349,Infrastructure,Junior Developer,CockroachDB,126,13,7,6,2,137,20,4,0,42.83,0
EMP-0350,Finance,Senior Developer,MySQL,84,12,8,4,1,4,18,10,0,0,0
EMP-0351,Infrastructure,Junior Developer,Oracle,93,5,5,0,2,65,6,2,1,0,0
EMP-0352,Engineering,Developer,SQL Server,-28,15,13,2,3,58,36,9,0,35.67,0
EMP-0353,Finance,Junior Developer,MariaDB,50,9,5,4,1,152,18,10,0,3.33,0
EMP-0354,Engineering,Junior Developer,Redis,39,11,9,2,0,28,31,7,0,0,0
EMP-0355,Security,Senior Developer,Redis,64,0,0,0,2,14,26,5,0,2.33,0
EMP-0356,Infrastructure,Junior Developer,SQL Server,146,5,4,1,1,58,31,3,1,0,0
EMP-0357,Engineering,Engineer,CockroachDB,36,7,6,1,2,18,24,6,0,0,0
EMP-0358,Operations,Junior Developer,Redis,70,14,7,7,1,123,24,8,1,1.5,0
EMP-0359,Engineering,Intern,SQL Server,34,1,1,0,1,59,15,4,0,0,0
EMP-0360,HR,Intern,SQL Server,-32,5,5,0,3,79,2,3,0,100,1
EMP-0361,Engineering,Senior Developer,CockroachDB,92,13,10,3,1,17,30,10,0,0,0
EMP-0362,Finance,Tech Lead,MySQL,110,6,4,2,1,22,22,7,1,0,0
EMP-0363,Operations,Manager,Redis,84,10,7,3,2,19,6,6,1,0,0
EMP-0364,Engineering,Senior Developer,SQL Server,-24,15,9,6,9,7,16,8,1,100,1
EMP-0365,Data Science,Senior Developer,MariaDB,54,4,2,2,2,23,2,10,1,0,0
EMP-0366,Operations,Manager,MongoDB,-31,3,3,0,10,11,20,3,1,100,1
EMP-0367,Infrastructure,Senior Developer,SQL Server,-22,5,4,1,4,36,33,9,1,53.0,0
EMP-0368,Infrastructure,Developer,Oracle,115,11,9,2,0,72,38,5,1,0,0
EMP-0369,Data Science,Tech Lead,Oracle,83,7,5,2,1,11,7,8,0,0,0
EMP-0370,Engineering,Intern,MySQL,109,8,7,1,0,108,5,5,1,0,0
EMP-0371,Finance,Intern,PostgreSQL,86,11,9,2,0,157,27,8,0,0,0
EMP-0372,Engineering,Junior Developer,MongoDB,44,5,4,1,2,69,10,9,1,0,0
EMP-0373,Operations,Intern,MariaDB,13,9,7,2,2,105,37,7,0,0,0
EMP-0374,Infrastructure,Analyst,Oracle,25,14,13,1,2,33,11,7,1,0,0
EMP-0375,HR,Senior Developer,MariaDB,145,5,5,0,0,36,1,10,0,0,0
EMP-0376,Engineering,Junior Developer,CockroachDB,-15,0,0,0,7,65,24,3,1,100,1
EMP-0377,HR,Tech Lead,Redis,88,2,2,0,2,19,39,2,0,0,0
EMP-0378,Security,Junior Developer,Oracle,65,2,2,0,2,49,37,5,0,0,0
EMP-0379,Finance,Engineer,MySQL,113,8,7,1,1,21,18,7,0,0,0
EMP-0380,QA,Senior Developer,SQL Server,92,12,6,6,0,33,21,9,0,0,0
EMP-0381,Data Science,Analyst,PostgreSQL,-31,6,3,3,7,59,21,10,0,100,1
EMP-0382,Finance,Engineer,CockroachDB,60,14,13,1,0,59,13,3,1,0,0
EMP-0383,Engineering,Manager,SQL Server,54,12,9,3,1,31,29,7,0,0,0
EMP-0384,Data Science,Junior Developer,PostgreSQL,13,7,5,2,2,94,39,4,1,0,0
EMP-0385,Operations,Manager,SQL Server,-13,12,11,1,8,15,8,9,0,22.5,0
EMP-0386,QA,Junior Developer,SQL Server,37,6,4,2,0,108,13,6,1,0,0
EMP-0387,Security,Tech Lead,Redis,-38,11,11,0,11,30,4,10,0,100,1
EMP-0388,Engineering,Intern,PostgreSQL,77,14,7,7,0,165,35,2,0,47.5,0
EMP-0389,Operations,Tech Lead,Oracle,42,14,13,1,0,8,10,3,1,0,0
EMP-0390,Engineering,Tech Lead,MySQL,139,14,11,3,1,21,32,4,1,0,0
EMP-0391,QA,Manager,Redis,-35,15,12,3,5,11,13,8,1,74.83,1
EMP-0392,Finance,Intern,MongoDB,-35,12,12,0,4,151,16,9,1,48.17,0
EMP-0393,Engineering,Analyst,PostgreSQL,13,6,4,2,0,56,37,7,1,0,0
EMP-0394,QA,Junior Developer,CockroachDB,127,0,0,0,2,30,22,3,1,0,0
EMP-0395,Security,Manager,MySQL,-37,15,11,4,9,26,40,5,0,100,1
EMP-0396,Finance,Analyst,PostgreSQL,142,2,1,1,2,44,31,2,1,0,0
EMP-0397,Infrastructure,Developer,PostgreSQL,100,15,12,3,0,22,35,4,0,0,0
EMP-0398,QA,Junior Developer,MySQL,105,1,1,0,1,81,32,7,1,0,0
EMP-0399,HR,Developer,Oracle,134,10,10,0,0,30,16,3,1,0,1
EMP-0400,QA,Intern,Oracle,43,1,1,0,1,70,26,8,1,0,0
EMP-0401,HR,Junior Developer,PostgreSQL,74,12,12,0,2,130,10,6,0,0,0
EMP-0402,QA,Intern,SQL Server,93,0,0,0,1,160,33,8,1,0,0
EMP-0403,HR,Junior Developer,CockroachDB,-38,13,11,2,11,73,10,3,0,100,1
EMP-0404,HR,Analyst,MariaDB,102,15,12,3,1,26,39,3,1,0,0
EMP-0405,Operations,Manager,SQL Server,84,13,10,3,2,36,5,6,0,0,0
EMP-0406,Infrastructure,Intern,MongoDB,-6,5,4,1,11,31,31,7,1,66.17,1
EMP-0407,Data Science,Manager,SQL Server,6,2,1,1,5,30,2,8,0,27.0,0
EMP-0408,Infrastructure,Intern,Redis,1,2,1,1,3,82,6,2,1,14.67,0
EMP-0409,Operations,Engineer,Redis,2,8,8,0,2,42,18,4,0,0,0
EMP-0410,Infrastructure,Tech Lead,Oracle,71,10,5,5,0,28,34,9,0,0,0
EMP-0411,Finance,Engineer,PostgreSQL,126,5,5,0,2,35,26,3,1,0,0
EMP-0412,Security,Senior Developer,PostgreSQL,95,6,3,3,0,31,1,5,0,0,0
EMP-0413,Infrastructure,Developer,MongoDB,-30,2,2,0,6,57,15,8,1,100,0
EMP-0414,Infrastructure,Senior Developer,SQL Server,-6,10,10,0,4,33,9,10,0,0,0
EMP-0415,Operations,Analyst,SQL Server,63,6,5,1,0,16,13,3,0,0,0
EMP-0416,Infrastructure,Intern,MariaDB,72,10,10,0,1,127,40,6,0,0,0
EMP-0417,Data Science,Manager,Oracle,63,3,2,1,2,10,3,6,0,0,0
EMP-0418,Data Science,Engineer,MariaDB,130,6,4,2,2,18,11,2,1,0,0
EMP-0419,Security,Analyst,MariaDB,21,7,4,3,0,66,37,8,0,0,0
EMP-0420,Infrastructure,Intern,CockroachDB,96,9,8,1,0,73,7,4,0,0,0
EMP-0421,Finance,Senior Developer,MariaDB,61,1,1,0,1,4,16,2,0,0,0
EMP-0422,Data Science,Manager,PostgreSQL,-20,5,3,2,10,9,22,7,1,100,1
EMP-0423,Infrastructure,Developer,MariaDB,145,8,8,0,1,19,40,9,1,0,0
EMP-0424,HR,Engineer,SQL Server,46,6,3,3,0,64,7,9,1,0,0
EMP-0425,Engineering,Analyst,SQL Server,109,13,13,0,2,12,26,10,1,0,0
EMP-0426,Infrastructure,Senior Developer,MariaDB,141,7,7,0,0,14,5,4,1,0,0
EMP-0427,Engineering,Tech Lead,PostgreSQL,62,10,10,0,1,22,3,6,1,0,0
EMP-0428,Finance,Intern,SQL Server,46,3,2,1,2,68,29,5,0,7.33,0
EMP-0429,Operations,Manager,CockroachDB,6,2,2,0,3,4,28,8,1,0,0
EMP-0430,HR,Manager,MongoDB,125,15,14,1,1,5,32,10,0,0,0
EMP-0431,Security,Analyst,MariaDB,55,2,1,1,0,47,5,3,0,0,0
EMP-0432,HR,Analyst,SQL Server,37,6,4,2,0,64,31,6,1,0,0
EMP-0433,HR,Senior Developer,PostgreSQL,3,9,9,0,1,21,34,7,1,0,0
EMP-0434,Data Science,Senior Developer,Redis,91,14,12,2,2,26,16,7,1,0,0
EMP-0435,Operations,Tech Lead,MariaDB,104,9,6,3,0,23,40,8,1,0,0
EMP-0436,HR,Analyst,Oracle,10,4,4,0,1,48,19,10,1,0,0
EMP-0437,Operations,Junior Developer,CockroachDB,94,5,4,1,2,136,16,10,0,0,0
EMP-0438,Security,Developer,MariaDB,106,1,1,0,0,70,10,2,0,0,0
EMP-0439,Operations,Manager,PostgreSQL,25,11,10,1,0,33,33,9,0,0,0
EMP-0440,Engineering,Junior Developer,Redis,53,10,8,2,1,147,39,9,1,0,0
EMP-0441,Security,Analyst,MariaDB,124,1,1,0,0,53,9,3,1,0,0
EMP-0442,Finance,Tech Lead,Oracle,8,8,8,0,0,33,8,10,1,0,0
EMP-0443,QA,Intern,Redis,125,5,4,1,0,72,26,7,0,0,0
EMP-0444,Operations,Senior Developer,Redis,36,3,2,1,1,5,25,6,1,0,0
EMP-0445,Finance,Junior Developer,MySQL,51,9,5,4,1,125,13,9,0,2.83,0
EMP-0446,Operations,Intern,CockroachDB,50,4,3,1,0,106,11,10,1,0,0
EMP-0447,Data Science,Intern,MySQL,49,11,9,2,0,97,8,6,1,0,0
EMP-0448,Data Science,Manager,PostgreSQL,129,1,1,0,2,33,29,4,0,1.5,0
EMP-0449,Security,Engineer,MySQL,-29,6,5,1,8,25,9,4,1,100,0
EMP-0450,HR,Senior Developer,CockroachDB,77,14,11,3,2,4,11,8,1,0,0
EMP-0451,HR,Developer,SQL Server,61,9,6,3,0,60,7,3,0,0,0
EMP-0452,Data Science,Developer,SQL Server,-12,8,7,1,11,63,12,8,1,67.5,1
EMP-0453,Engineering,Junior Developer,Oracle,57,2,2,0,0,113,36,3,1,0,0
EMP-0454,Security,Tech Lead,Oracle,18,10,5,5,1,16,39,4,0,16.67,0
EMP-0455,HR,Analyst,Oracle,113,4,4,0,2,23,15,8,0,0,0
EMP-0456,Operations,Manager,Redis,85,10,9,1,1,5,37,10,1,0,0
EMP-0457,Finance,Analyst,PostgreSQL,36,10,7,3,0,29,36,4,0,0,0
EMP-0458,Engineering,Senior Developer,Oracle,59,4,3,1,1,14,34,3,1,0,0
EMP-0459,Engineering,Engineer,PostgreSQL,47,4,3,1,2,24,39,5,1,0,0
EMP-0460,QA,Tech Lead,Oracle,21,2,1,1,1,33,12,8,0,0,0
EMP-0461,Finance,Developer,Redis,92,0,0,0,0,14,31,10,1,0,0
EMP-0462,Finance,Developer,MySQL,-32,11,9,2,3,71,9,10,0,81.83,1
EMP-0463,Security,Tech Lead,SQL Server,107,9,8,1,2,21,6,6,1,0,0
EMP-0464,Infrastructure,Analyst,Redis,112,6,3,3,1,24,39,7,1,0,0
EMP-0465,QA,Tech Lead,PostgreSQL,92,11,10,1,1,22,33,3,0,0,0
EMP-0466,Engineering,Tech Lead,MariaDB,127,1,1,0,0,4,19,9,1,0,0
EMP-0467,Data Science,Tech Lead,CockroachDB,13,6,3,3,1,34,25,9,1,0,0
EMP-0468,Infrastructure,Junior Developer,SQL Server,82,4,2,2,1,34,22,2,1,0,0
EMP-0469,Operations,Engineer,SQL Server,121,7,6,1,2,40,3,8,1,0,0
EMP-0470,Infrastructure,Developer,Redis,-8,10,9,1,8,18,6,7,1,2.0,0
EMP-0471,QA,Manager,PostgreSQL,127,8,4,4,2,31,21,7,1,0,0
EMP-0472,Finance,Tech Lead,MySQL,87,13,7,6,0,31,13,7,0,0,0
EMP-0473,Finance,Developer,Oracle,-1,4,3,1,6,49,16,7,1,7.17,0
EMP-0474,Engineering,Junior Developer,MariaDB,139,10,9,1,2,114,33,3,0,0,0
EMP-0475,Engineering,Manager,CockroachDB,-31,2,2,0,3,13,14,3,0,100,1
EMP-0476,Operations,Junior Developer,Oracle,-30,14,12,2,8,87,33,6,1,93.5,1
EMP-0477,QA,Junior Developer,Redis,53,10,9,1,0,40,34,4,0,0,0
EMP-0478,Finance,Junior Developer,MySQL,-39,6,3,3,12,161,28,3,1,100,1
EMP-0479,Infrastructure,Developer,Redis,65,2,1,1,1,34,29,3,0,7.67,0
EMP-0480,Infrastructure,Intern,PostgreSQL,118,1,1,0,1,151,21,10,1,0,0
EMP-0481,HR,Developer,MariaDB,95,0,0,0,0,42,7,7,1,0,0
EMP-0482,HR,Manager,MariaDB,27,13,10,3,0,1,38,6,1,0,0
EMP-0483,Finance,Senior Developer,CockroachDB,59,14,14,0,0,5,9,9,1,0,0
EMP-0484,Operations,Senior Developer,MongoDB,65,5,3,2,2,3,26,9,0,0,0
EMP-0485,HR,Engineer,MariaDB,31,0,0,0,2,16,16,3,1,0,0
EMP-0486,Finance,Developer,Redis,44,11,10,1,2,44,32,6,1,0,0
EMP-0487,Operations,Intern,MariaDB,118,10,9,1,0,71,1,8,1,0,0
EMP-0488,Security,Engineer,PostgreSQL,76,6,6,0,1,27,1,10,0,0,0
EMP-0489,Engineering,Junior Developer,Redis,4,13,8,5,1,41,7,3,0,0.83,0
EMP-0490,Infrastructure,Senior Developer,Redis,71,7,5,2,2,12,33,3,0,0,0
EMP-0491,Operations,Developer,SQL Server,-28,9,9,0,6,64,39,9,0,74.67,1
EMP-0492,Operations,Developer,Redis,1,11,10,1,2,58,6,2,1,0,0
EMP-0493,HR,Developer,SQL Server,113,8,7,1,2,71,36,6,1,0,0
EMP-0494,Operations,Engineer,MongoDB,100,6,3,3,1,55,27,9,1,0,0
EMP-0495,Data Science,Junior Developer,MariaDB,125,8,7,1,2,108,35,5,0,0,0
EMP-0496,Infrastructure,Developer,CockroachDB,-26,10,5,5,8,32,18,10,0,100,1
EMP-0497,Data Science,Engineer,Redis,79,13,7,6,0,49,29,6,0,0.17,0
EMP-0498,Operations,Manager,MySQL,-5,3,3,0,12,11,6,6,1,68.83,1
EMP-0499,QA,Junior Developer,PostgreSQL,-22,2,2,0,12,131,19,7,0,100,1
EMP-0500,HR,Junior Developer,SQL Server,14,12,10,2,1,27,31,4,1,0,0
EMP-0501,Infrastructure,Senior Developer,CockroachDB,-15,12,12,0,4,27,34,3,1,0,0
EMP-0502,Operations,Tech Lead,SQL Server,114,11,6,5,0,11,9,9,1,0,0
EMP-0503,QA,Manager,MySQL,91,3,3,0,0,22,1,3,1,0,0
EMP-0504,QA,Developer,Oracle,130,10,10,0,2,31,12,5,1,0,0
EMP-0505,QA,Junior Developer,CockroachDB,-20,10,6,4,5,156,27,4,1,100,1
EMP-0506,Finance,Manager,PostgreSQL,29,7,4,3,0,12,33,5,1,0,0
EMP-0507,HR,Tech Lead,Redis,116,11,6,5,0,16,37,9,1,0,0
EMP-0508,Engineering,Developer,MariaDB,86,5,4,1,1,23,1,4,0,0,0
EMP-0509,Security,Engineer,Redis,71,13,13,0,0,55,21,2,0,0,0
EMP-0510,Operations,Intern,CockroachDB,114,7,4,3,0,67,3,5,1,0,0
EMP-0511,Infrastructure,Engineer,PostgreSQL,77,14,13,1,0,66,6,2,0,0,0
EMP-0512,QA,Manager,CockroachDB,5,1,1,0,1,19,9,5,0,0,0
EMP-0513,Engineering,Tech Lead,MongoDB,35,12,12,0,0,12,15,3,0,0,0
EMP-0514,Data Science,Manager,Oracle,96,1,1,0,0,24,10,7,1,0,0
EMP-0515,Operations,Developer,Redis,109,5,3,2,1,64,12,4,0,4.67,0
EMP-0516,Finance,Tech Lead,SQL Server,133,10,8,2,2,2,39,7,1,0,0
EMP-0517,Engineering,Senior Developer,MongoDB,69,11,7,4,1,28,29,2,1,0,0
EMP-0518,Security,Senior Developer,MySQL,-22,10,10,0,11,8,20,10,1,54.33,0
EMP-0519,Finance,Analyst,PostgreSQL,132,6,6,0,2,18,16,10,0,0,0
EMP-0520,Finance,Intern,Oracle,-3,1,1,0,3,66,16,2,0,37.0,0
EMP-0521,HR,Junior Developer,Oracle,-40,12,6,6,6,87,36,2,1,100,1
EMP-0522,Data Science,Engineer,SQL Server,65,1,1,0,2,23,31,8,1,0,0
EMP-0523,Engineering,Intern,MongoDB,69,6,4,2,2,115,20,5,1,0,0
EMP-0524,Infrastructure,Junior Developer,Oracle,-31,2,1,1,3,40,12,10,1,99.67,1
EMP-0525,Security,Analyst,MariaDB,-20,11,6,5,7,51,29,7,1,100,1
EMP-0526,Engineering,Developer,MongoDB,11,11,9,2,1,38,19,2,0,0,0
EMP-0527,Data Science,Analyst,CockroachDB,112,1,1,0,2,15,13,6,0,0,0
EMP-0528,Infrastructure,Senior Developer,MySQL,25,10,10,0,0,16,35,6,0,0,1
EMP-0529,Finance,Junior Developer,MariaDB,116,1,1,0,0,98,19,7,1,0,0
EMP-0530,Operations,Manager,Redis,-36,1,1,0,10,1,1,4,0,100,1
EMP-0531,QA,Senior Developer,Oracle,8,10,7,3,2,11,2,5,1,0,0
EMP-0532,Operations,Engineer,PostgreSQL,136,11,8,3,1,34,27,10,1,0,0
EMP-0533,Operations,Engineer,PostgreSQL,-9,15,14,1,7,24,29,7,1,0,1
EMP-0534,Infrastructure,Senior Developer,Oracle,111,4,3,1,1,30,6,10,1,0,0
EMP-0535,Data Science,Junior Developer,SQL Server,71,1,1,0,0,108,32,2,0,2.0,0
EMP-0536,Operations,Analyst,MariaDB,-26,0,0,0,8,46,11,5,1,100,1
EMP-0537,HR,Engineer,CockroachDB,139,12,12,0,2,51,18,6,1,0,1
EMP-0538,HR,Intern,MongoDB,19,9,8,1,1,129,20,3,1,0,0
EMP-0539,HR,Developer,Redis,45,14,12,2,0,48,37,4,0,0,0
EMP-0540,Finance,Intern,Oracle,68,6,6,0,1,60,10,7,1,0,0
EMP-0541,Security,Tech Lead,PostgreSQL,8,6,3,3,0,29,34,5,0,0,0
EMP-0542,Engineering,Developer,MySQL,-28,6,6,0,4,70,18,7,1,62.67,1
EMP-0543,Data Science,Senior Developer,Oracle,70,7,7,0,2,27,28,3,1,0,0
EMP-0544,Data Science,Junior Developer,PostgreSQL,33,10,6,4,0,85,30,10,0,0,0
EMP-0545,Security,Analyst,Oracle,-39,9,9,0,4,42,10,2,1,98.0,1
EMP-0546,Engineering,Intern,MongoDB,71,4,3,1,1,120,19,9,0,0,0
EMP-0547,Infrastructure,Senior Developer,SQL Server,139,8,5,3,1,28,8,2,1,0,0
EMP-0548,Operations,Tech Lead,PostgreSQL,45,6,5,1,0,10,21,2,1,0,0
EMP-0549,Data Science,Analyst,MariaDB,110,10,5,5,1,41,10,9,1,0,0
EMP-0550,QA,Developer,MariaDB,133,1,1,0,2,37,32,9,1,0,0
EMP-0551,Engineering,Analyst,SQL Server,31,11,10,1,1,63,26,2,1,0,0
EMP-0552,Security,Intern,MariaDB,-35,3,3,0,7,31,36,7,1,100,1
EMP-0553,HR,Senior Developer,Redis,84,4,4,0,0,2,27,10,0,0,0
EMP-0554,QA,Senior Developer,Oracle,-37,9,8,1,3,6,22,8,1,70.0,1
EMP-0555,QA,Junior Developer,MariaDB,85,14,11,3,1,111,13,7,1,0,0
EMP-0556,Finance,Analyst,MySQL,23,12,9,3,2,13,35,7,1,0,0
EMP-0557,QA,Senior Developer,SQL Server,81,6,5,1,2,4,32,4,1,0,0
EMP-0558,Infrastructure,Intern,CockroachDB,40,12,9,3,0,76,9,9,1,0,0
EMP-0559,Security,Junior Developer,Redis,136,15,13,2,0,110,18,9,1,0,0
EMP-0560,Data Science,Tech Lead,SQL Server,-5,15,14,1,12,11,32,6,0,17.83,0
EMP-0561,Infrastructure,Intern,CockroachDB,20,4,4,0,0,167,18,4,1,0,0
EMP-0562,Engineering,Senior Developer,MongoDB,87,11,10,1,1,24,31,7,1,0,0
EMP-0563,Engineering,Developer,Redis,5,0,0,0,3,45,4,5,1,0,0
EMP-0564,Operations,Developer,MongoDB,142,10,5,5,1,42,28,5,1,0,0
EMP-0565,Security,Developer,CockroachDB,84,6,3,3,1,63,8,6,0,8.5,0
EMP-0566,Data Science,Analyst,PostgreSQL,0,7,4,3,3,53,39,6,1,0,0
EMP-0567,QA,Senior Developer,Oracle,93,7,6,1,2,14,21,8,0,0,0
EMP-0568,Engineering,Junior Developer,Redis,54,6,4,2,0,55,24,10,1,0,0
EMP-0569,HR,Manager,MariaDB,-33,13,9,4,6,30,5,6,1,100,1
EMP-0570,Data Science,Manager,MariaDB,64,3,2,1,1,6,16,8,1,0,0
EMP-0571,Data Science,Manager,PostgreSQL,29,14,14,0,2,22,40,8,0,0,0
EMP-0572,QA,Developer,Oracle,42,1,1,0,0,60,16,6,1,0,0
EMP-0573,Finance,Analyst,SQL Server,73,3,3,0,1,19,16,4,1,0,0
EMP-0574,Data Science,Manager,MariaDB,-28,3,3,0,11,26,15,4,0,100,1
EMP-0575,Infrastructure,Junior Developer,MongoDB,85,3,3,0,1,96,36,4,1,0,0
EMP-0576,Security,Tech Lead,CockroachDB,140,0,0,0,0,10,1,4,1,0,0
EMP-0577,Infrastructure,Junior Developer,Oracle,-34,5,5,0,9,120,33,5,1,100,0
EMP-0578,QA,Manager,PostgreSQL,-9,2,2,0,10,12,16,2,0,100,1
EMP-0579,HR,Senior Developer,MySQL,44,14,7,7,2,17,14,6,0,26.83,0
EMP-0580,Operations,Tech Lead,MariaDB,94,3,2,1,1,6,25,9,0,0,0
EMP-0581,QA,Analyst,Oracle,136,15,13,2,2,32,31,3,0,0,0
EMP-0582,HR,Engineer,MariaDB,25,10,7,3,0,14,39,7,0,0,0
EMP-0583,Engineering,Senior Developer,SQL Server,70,5,4,1,2,23,4,7,1,0,0
EMP-0584,Security,Junior Developer,MongoDB,-17,3,2,1,5,99,24,10,1,65.5,1
EMP-0585,Finance,Developer,MongoDB,42,10,7,3,2,53,26,4,0,0,0
EMP-0586,Engineering,Engineer,PostgreSQL,-20,14,10,4,4,67,28,7,1,46.17,0
EMP-0587,HR,Senior Developer,Oracle,-3,14,12,2,4,33,16,4,1,0,0
EMP-0588,Infrastructure,Junior Developer,MySQL,-3,1,1,0,11,50,4,4,0,100,1
EMP-0589,Security,Intern,Oracle,99,15,8,7,2,104,14,2,1,24.33,0
EMP-0590,Engineering,Tech Lead,CockroachDB,106,11,9,2,0,3,33,5,1,0,0
EMP-0591,Engineering,Tech Lead,MongoDB,14,15,12,3,2,2,10,9,0,0,0
EMP-0592,HR,Tech Lead,SQL Server,105,14,11,3,0,7,29,6,0,0,0
EMP-0593,HR,Engineer,SQL Server,79,0,0,0,0,13,9,4,1,0,0
EMP-0594,Operations,Tech Lead,PostgreSQL,6,15,8,7,4,35,32,8,1,8.83,0
EMP-0595,Finance,Junior Developer,CockroachDB,102,1,1,0,0,76,18,3,1,0,0
EMP-0596,Operations,Engineer,Oracle,113,5,3,2,1,48,10,10,1,0,0
EMP-0597,Operations,Analyst,Oracle,45,6,6,0,0,52,33,6,1,0,0
EMP-0598,QA,Intern,PostgreSQL,125,13,10,3,1,148,39,5,1,0,0
EMP-0599,Data Science,Developer,Redis,110,9,5,4,2,67,11,2,1,6.17,0
EMP-0600,HR,Manager,MongoDB,-8,6,4,2,7,18,26,7,1,44.0,0
EMP-0601,Operations,Intern,SQL Server,-23,13,10,3,3,65,24,3,1,51.83,0
EMP-0602,Data Science,Engineer,Redis,-26,10,10,0,3,16,32,7,0,28.67,0
EMP-0603,QA,Intern,PostgreSQL,15,7,4,3,2,127,16,3,1,8.17,0
EMP-0604,Operations,Senior Developer,PostgreSQL,18,0,0,0,2,5,14,6,1,0,0
EMP-0605,Security,Tech Lead,MariaDB,145,9,5,4,2,17,4,9,1,0,0
EMP-0606,Infrastructure,Tech Lead,Oracle,39,3,3,0,1,2,16,8,1,0,0
EMP-0607,Security,Junior Developer,CockroachDB,-31,0,0,0,6,56,26,5,1,100,1
EMP-0608,Finance,Tech Lead,MongoDB,77,9,9,0,1,5,27,6,1,0,0
EMP-0609,Security,Analyst,Oracle,-8,0,0,0,9,60,8,3,1,95.0,1
EMP-0610,Engineering,Senior Developer,MariaDB,18,2,1,1,0,33,8,10,1,0,0
EMP-0611,Data Science,Intern,MongoDB,147,6,3,3,0,72,28,4,1,0,0
EMP-0612,Engineering,Engineer,SQL Server,-33,11,8,3,11,50,9,7,0,100,1
EMP-0613,QA,Tech Lead,Redis,106,14,7,7,2,32,3,7,1,0.33,0
