employee_id,department,role,database_name,days_to_expiry,total_rotations,successful_rotations,failed_rotations,reminders_ignored,avg_response_hours,login_frequency_per_week,password_strength_score,uses_mfa,is_privileged,is_production,breach_risk_score,caused_breach
EMP-00268,Analytics,SRE,PostgreSQL,133,11,11,0,1,14,21,4,0,1,0,0.0,0
EMP-00269,Compliance,DBA,Oracle,-7,16,10,5,2,25,19,7,1,1,1,56.52,1
EMP-00270,Analytics,Platform Engineer,Oracle,-5,11,8,2,3,113,1,8,1,0,1,37.35,0
EMP-00271,Operations,SRE,PostgreSQL,3,3,2,1,0,9,17,10,0,1,0,5.05,0
EMP-00272,Finance,Developer,MySQL,64,5,4,1,7,113,48,9,1,0,1,22.98,0
EMP-00273,Finance,Analyst,PostgreSQL,4,16,10,6,10,82,22,2,1,0,0,99.71,1
EMP-00274,Data Science,DBA,MongoDB,50,16,12,4,3,14,15,6,1,1,0,0.0,0
EMP-00275,Analytics,Manager,MySQL,39,3,0,1,2,117,32,9,1,0,0,0.0,0
EMP-00276,Engineering,Analyst,PostgreSQL,20,16,15,1,2,58,15,8,1,0,1,0.0,0
EMP-00277,DevOps,SRE,PostgreSQL,107,18,12,4,0,4,16,6,1,1,1,0.0,0
EMP-00278,Finance,Manager,Oracle,-14,5,0,3,3,28,1,9,1,0,1,100.0,1
EMP-00279,DevOps,SRE,MariaDB,43,4,4,0,1,29,21,5,0,1,0,0.0,0
EMP-00280,Analytics,Tech Lead,Oracle,154,8,5,1,5,12,45,3,0,1,0,29.04,0
EMP-00281,Platform,DBA,SQL Server,173,14,13,1,2,6,47,9,1,1,1,0.0,0
EMP-00282,Analytics,DBA,PostgreSQL,7,7,7,0,1,9,35,9,0,1,1,0.0,0
EMP-00283,Infrastructure,Senior DBA,PostgreSQL,4,19,15,4,2,1,35,3,0,1,1,0.0,0
EMP-00284,Analytics,Senior DBA,Oracle,5,0,0,0,4,6,15,6,0,1,1,59.66,1
EMP-00285,Security,Manager,PostgreSQL,124,0,0,0,6,59,1,4,0,0,0,46.17,0
EMP-00286,Finance,Manager,Oracle,21,7,7,0,5,10,24,9,1,0,0,0.0,0
EMP-00287,Data Science,Tech Lead,PostgreSQL,6,6,3,3,3,22,11,8,1,1,0,27.75,0
EMP-00288,Security,Tech Lead,Oracle,179,18,12,5,3,29,31,9,1,1,0,0.0,0
EMP-00289,Finance,Developer,MySQL,-20,6,0,4,1,73,9,2,1,0,1,100.0,1
EMP-00290,Data Science,Senior DBA,Oracle,10,13,5,6,0,28,37,5,1,1,0,23.67,0
EMP-00291,Compliance,Platform Engineer,MongoDB,10,10,4,6,3,88,28,8,0,0,1,61.05,1
EMP-00292,Compliance,Manager,Oracle,34,1,0,1,5,79,35,9,0,0,0,41.42,0
EMP-00293,Data Science,Platform Engineer,Oracle,20,7,3,2,5,69,34,5,1,0,0,31.7,0
EMP-00294,Security,Platform Engineer,PostgreSQL,5,1,0,1,5,111,12,9,1,0,1,48.15,0
EMP-00295,Data Science,Manager,PostgreSQL,-14,5,2,2,4,11,27,7,1,0,0,82.75,1
EMP-00296,Analytics,Analyst,MySQL,117,15,8,6,3,66,19,8,0,0,1,32.62,0
EMP-00297,DevOps,Developer,PostgreSQL,47,0,0,0,5,23,34,10,0,0,1,18.39,0
EMP-00298,Engineering,Senior DBA,MySQL,2,12,8,3,0,1,26,4,1,1,0,0.0,0
EMP-00299,Analytics,Senior DBA,PostgreSQL,106,0,0,0,2,24,10,5,1,1,1,0.0,0
EMP-00300,DevOps,Security Engineer,MySQL,3,14,6,6,2,73,12,9,1,1,1,55.15,0
EMP-00301,DevOps,Senior Developer,MySQL,2,8,6,1,1,50,6,3,1,0,0,0.0,0
EMP-00302,Security,Manager,MySQL,172,19,12,6,0,17,50,4,0,0,0,0.0,0
EMP-00303,Security,Security Engineer,MySQL,155,7,7,0,1,93,1,3,1,1,1,0.0,0
EMP-00304,Finance,Security Engineer,MySQL,22,6,3,3,4,74,42,7,0,1,0,49.29,0
EMP-00305,Engineering,Senior Developer,MariaDB,93,19,14,4,3,73,36,5,1,0,0,0.0,0
EMP-00306,Data Science,Security Engineer,MongoDB,23,8,2,5,1,47,11,5,0,1,0,48.02,0
EMP-00307,Analytics,Senior Developer,PostgreSQL,60,4,4,0,7,90,32,8,1,0,0,5.82,0
EMP-00308,Compliance,Manager,Oracle,0,5,1,3,6,100,50,5,0,0,0,100.0,1
EMP-00309,Infrastructure,DBA,SQL Server,7,5,3,0,0,25,2,8,0,1,0,0.0,0
EMP-00310,Infrastructure,Tech Lead,MySQL,102,5,3,1,0,30,41,10,1,1,0,0.0,0
EMP-00311,Operations,Tech Lead,Oracle,5,16,14,2,0,8,25,9,0,1,0,0.0,0
EMP-00312,DevOps,Senior Developer,Oracle,74,0,0,0,2,34,32,4,1,0,1,0.0,0
EMP-00313,Engineering,Security Engineer,PostgreSQL,136,14,10,3,3,90,26,7,0,1,0,0.0,0
EMP-00314,Platform,Tech Lead,MySQL,68,8,6,2,2,17,21,9,0,1,0,0.0,0
EMP-00315,Platform,Senior DBA,MySQL,1,8,2,4,1,5,23,7,0,1,1,63.23,1
EMP-00316,Operations,SRE,SQL Server,47,7,7,0,1,14,50,8,1,1,1,0.0,0
EMP-00317,Compliance,Security Engineer,PostgreSQL,26,18,17,0,3,47,11,2,0,1,1,0.0,0
EMP-00318,Data Science,Senior DBA,MySQL,2,10,8,1,2,19,10,9,1,1,1,0.0,0
EMP-00319,Security,Senior Developer,Oracle,23,7,4,1,2,85,6,9,1,0,1,0.0,0
EMP-00320,Analytics,Analyst,PostgreSQL,22,8,3,5,10,18,11,6,1,0,0,89.89,0
EMP-00321,Platform,Manager,Oracle,137,2,0,0,7,46,6,10,1,0,0,19.21,1
EMP-00322,DevOps,Analyst,PostgreSQL,-11,1,0,0,9,24,37,10,1,0,1,100.0,1
EMP-00323,Infrastructure,Analyst,Oracle,169,12,8,3,0,103,6,4,1,0,0,0.0,0
EMP-00324,Compliance,Analyst,Oracle,0,7,5,2,6,70,13,8,1,0,0,48.54,0
EMP-00325,Infrastructure,Security Engineer,MySQL,6,1,0,1,1,16,14,6,1,1,0,13.33,0
EMP-00326,Analytics,Tech Lead,PostgreSQL,1,20,13,6,7,20,37,9,1,1,0,42.2,0
EMP-00327,Infrastructure,SRE,PostgreSQL,47,12,8,3,1,14,19,6,1,1,0,0.0,0
EMP-00328,Platform,SRE,PostgreSQL,6,12,6,4,0,33,10,4,1,1,1,15.97,0
EMP-00329,Security,Manager,MySQL,5,2,2,0,4,41,35,5,1,0,0,16.48,0
EMP-00330,Security,Analyst,MongoDB,45,0,0,0,9,47,44,8,1,0,1,43.07,0
EMP-00331,Finance,Security Engineer,Oracle,34,11,8,3,4,43,39,9,1,1,1,0.0,0
EMP-00332,Analytics,Developer,MariaDB,27,17,12,4,4,13,17,8,1,0,1,0.0,0
EMP-00333,DevOps,Analyst,PostgreSQL,33,8,5,1,11,112,31,10,1,0,1,46.87,0
EMP-00334,Platform,Security Engineer,PostgreSQL,45,13,8,4,2,25,27,8,1,1,0,0.0,0
EMP-00335,Analytics,DBA,Oracle,115,4,1,2,2,20,9,4,1,1,0,14.85,0
EMP-00336,Analytics,Developer,MySQL,89,6,1,4,7,110,1,3,1,0,1,94.54,1
EMP-00337,Finance,Manager,MySQL,1,1,1,0,8,86,16,7,1,0,1,74.04,1
EMP-00338,Platform,Security Engineer,Oracle,-40,1,0,0,2,97,18,9,0,1,1,100.0,1
EMP-00339,Data Science,Senior Developer,MySQL,162,0,0,0,8,104,30,4,1,0,0,55.17,1
EMP-00340,Compliance,Senior DBA,MySQL,-5,13,9,3,1,34,36,7,0,1,0,31.46,0
EMP-00341,Infrastructure,Senior DBA,MariaDB,82,17,13,3,4,35,45,5,0,1,0,0.0,0
EMP-00342,Platform,Platform Engineer,Oracle,20,11,10,1,5,23,18,9,0,0,0,0.0,0
EMP-00343,Operations,Senior DBA,MariaDB,16,15,9,4,0,9,30,2,0,1,1,2.27,0
EMP-00344,DevOps,Security Engineer,Oracle,8,15,14,0,0,92,11,3,0,1,0,0.0,0
EMP-00345,Analytics,SRE,Oracle,-19,8,2,5,4,28,44,6,0,1,1,100.0,1
EMP-00346,Finance,Tech Lead,MariaDB,129,18,17,0,2,9,40,8,0,1,1,0.0,0
EMP-00347,Platform,DBA,PostgreSQL,10,9,6,2,3,3,10,5,1,1,1,0.0,0
EMP-00348,Compliance,Senior Developer,MySQL,1,19,18,0,5,100,47,10,1,0,0,0.0,0
EMP-00349,Platform,Tech Lead,Oracle,7,1,0,1,4,22,42,8,1,1,0,39.34,0
EMP-00350,Compliance,Senior DBA,PostgreSQL,4,4,1,2,0,26,3,8,0,1,0,20.7,0
EMP-00351,Compliance,Senior DBA,PostgreSQL,16,5,2,2,3,17,49,2,1,1,1,30.86,0
EMP-00352,Analytics,Analyst,MongoDB,100,12,5,5,6,108,29,2,0,0,1,84.38,1
EMP-00353,Analytics,Manager,PostgreSQL,-8,5,3,1,0,14,49,2,0,0,1,55.14,1
EMP-00354,Finance,Platform Engineer,PostgreSQL,-29,7,4,2,1,34,12,7,1,0,0,56.49,1
EMP-00355,Data Science,Senior Developer,Oracle,92,19,13,6,4,43,38,9,1,0,0,0.0,0
EMP-00356,Engineering,Senior DBA,MySQL,-23,11,7,3,0,26,2,8,1,1,1,52.79,0
EMP-00357,Infrastructure,Analyst,MongoDB,71,10,10,0,6,56,50,6,1,0,1,0.0,0
EMP-00358,Engineering,Tech Lead,PostgreSQL,170,13,12,0,4,13,28,9,1,1,0,0.0,0
EMP-00359,Analytics,Senior DBA,PostgreSQL,122,18,13,5,0,26,3,10,0,1,1,0.0,0
EMP-00360,Engineering,Senior DBA,SQL Server,-42,2,0,2,3,16,17,10,0,1,1,100.0,1
EMP-00361,Analytics,Senior Developer,MariaDB,162,1,0,0,0,110,48,7,0,0,1,0.0,0
EMP-00362,Infrastructure,Manager,PostgreSQL,-24,1,0,1,5,48,3,4,1,0,0,100.0,1
EMP-00363,Finance,SRE,Oracle,170,4,0,2,3,10,7,10,1,1,1,13.18,0
EMP-00364,Analytics,Platform Engineer,PostgreSQL,21,17,16,1,7,57,18,5,1,0,1,0.0,0
EMP-00365,Infrastructure,Senior Developer,PostgreSQL,51,16,10,6,5,94,5,10,1,0,0,11.12,0
EMP-00366,Analytics,SRE,MySQL,68,13,9,4,0,20,27,6,1,1,1,0.0,0
EMP-00367,Platform,Manager,SQL Server,89,4,0,2,4,53,34,7,1,0,1,30.69,0
EMP-00368,Analytics,Security Engineer,SQL Server,125,15,13,0,3,25,41,6,1,1,0,0.0,0
EMP-00369,Infrastructure,Developer,Oracle,5,19,13,5,4,24,9,2,0,0,1,43.12,0
EMP-00370,Platform,DBA,Oracle,154,9,4,5,4,11,2,3,1,1,1,62.22,1
EMP-00371,Data Science,Developer,MySQL,-40,13,6,5,6,116,42,9,1,0,1,100.0,0
EMP-00372,Compliance,Manager,PostgreSQL,2,20,18,1,0,114,4,10,1,0,1,0.0,0
EMP-00373,Operations,Tech Lead,PostgreSQL,158,4,2,2,1,8,32,3,0,1,1,22.48,0
EMP-00374,Engineering,Manager,SQL Server,10,9,2,5,8,13,48,7,1,0,1,92.82,1
EMP-00375,Data Science,Manager,Oracle,6,16,12,2,7,20,2,7,0,0,0,15.43,1
EMP-00376,Operations,SRE,MySQL,-21,19,18,1,1,23,4,3,1,1,0,0.0,0
EMP-00377,Data Science,Tech Lead,PostgreSQL,84,9,7,0,4,21,13,9,0,1,1,0.0,0
EMP-00378,Data Science,SRE,MySQL,113,6,3,2,2,7,46,10,1,1,1,0.0,0
EMP-00379,Engineering,SRE,PostgreSQL,97,9,8,0,2,33,31,10,1,1,1,0.0,0
EMP-00380,Platform,Platform Engineer,MySQL,66,9,7,2,1,13,39,4,1,0,0,0.0,0
EMP-00381,Security,Tech Lead,MySQL,-27,12,10,1,5,25,10,5,0,1,1,86.15,1
EMP-00382,Infrastructure,Developer,MySQL,125,15,12,1,2,49,38,5,1,0,1,0.0,0
EMP-00383,Operations,SRE,MariaDB,3,12,7,5,0,25,34,3,1,1,0,27.58,0
EMP-00384,DevOps,Developer,MongoDB,150,11,6,4,5,86,41,6,0,0,0,40.09,0
EMP-00385,Analytics,Analyst,PostgreSQL,-44,10,6,2,12,100,20,3,0,0,1,100.0,1
EMP-00386,Finance,Security Engineer,Oracle,20,14,12,2,0,49,17,10,0,1,0,0.0,0
EMP-00387,Finance,Platform Engineer,PostgreSQL,3,20,13,5,7,92,31,8,1,0,1,43.15,0
EMP-00388,DevOps,Platform Engineer,SQL Server,21,9,3,5,0,85,7,5,1,0,1,25.09,0
EMP-00389,Infrastructure,Senior DBA,PostgreSQL,106,0,0,0,0,9,24,8,0,1,1,0.0,0
EMP-00390,Operations,Developer,MongoDB,-23,15,11,3,7,77,29,10,1,0,1,75.81,1
EMP-00391,Security,Senior DBA,MongoDB,85,19,15,3,0,33,8,3,0,1,0,0.0,0
EMP-00392,Finance,Security Engineer,Oracle,80,1,0,0,0,38,43,9,1,1,0,0.0,0
EMP-00393,Engineering,Security Engineer,PostgreSQL,86,3,3,0,4,82,19,7,1,1,0,0.0,0
EMP-00394,DevOps,Tech Lead,PostgreSQL,95,2,0,1,0,20,46,7,1,1,0,0.0,0
EMP-00395,Engineering,Tech Lead,MySQL,80,14,13,0,3,33,5,6,1,1,0,0.0,0
EMP-00396,Operations,SRE,MySQL,96,13,12,1,3,27,41,6,1,1,0,0.0,0
EMP-00397,Engineering,DBA,Oracle,17,1,0,0,4,2,7,7,0,1,0,27.36,0
EMP-00398,Engineering,SRE,MySQL,-19,5,3,1,2,36,13,3,1,1,1,91.75,1
EMP-00399,Finance,Platform Engineer,Oracle,-22,2,0,2,0,69,10,5,1,0,1,100.0,1
EMP-00400,Finance,Developer,Oracle,149,1,0,0,6,26,49,10,1,0,1,12.41,0
EMP-00401,Infrastructure,DBA,PostgreSQL,78,2,1,1,2,13,16,10,1,1,1,0.0,0
EMP-00402,Engineering,Tech Lead,MySQL,97,7,4,1,7,6,19,5,0,1,1,47.38,0
EMP-00403,Data Science,Analyst,PostgreSQL,20,14,7,5,4,77,4,4,1,0,0,30.62,1
EMP-00404,Compliance,Developer,PostgreSQL,26,2,0,1,0,26,36,9,0,0,0,0.0,0
EMP-00405,Operations,DBA,MongoDB,149,16,16,0,3,25,16,4,1,1,0,0.0,0
EMP-00406,DevOps,DBA,MariaDB,-16,19,15,4,2,24,16,7,0,1,0,46.06,0
EMP-00407,Data Science,Developer,Oracle,4,4,0,3,2,27,2,4,0,0,0,72.38,1
EMP-00408,Platform,Platform Engineer,MySQL,20,6,6,0,3,28,40,5,1,0,0,0.0,0
EMP-00409,Analytics,SRE,PostgreSQL,93,1,0,1,2,17,41,7,0,1,0,14.23,0
EMP-00410,Data Science,Senior DBA,Oracle,-4,10,5,4,3,7,6,7,1,1,1,75.35,0
EMP-00411,Infrastructure,SRE,Oracle,86,13,11,0,2,36,15,7,1,1,0,0.0,0
EMP-00412,Security,Tech Lead,PostgreSQL,147,6,1,4,4,28,28,7,1,1,1,47.1,0
EMP-00413,DevOps,DBA,MariaDB,65,5,4,0,4,21,44,6,1,1,1,0.0,0
EMP-00414,Infrastructure,SRE,Oracle,4,16,13,2,0,10,17,4,1,1,1,0.0,0
EMP-00415,Compliance,Senior Developer,PostgreSQL,170,1,0,0,6,66,50,7,1,0,1,25.77,0
EMP-00416,Analytics,Senior DBA,Oracle,-23,18,16,1,0,9,30,8,1,1,0,0.0,0
EMP-00417,Security,SRE,MySQL,167,12,11,0,4,3,24,6,0,1,1,0.0,0
EMP-00418,Operations,Analyst,MySQL,99,19,16,1,2,83,13,2,1,0,0,0.0,0
EMP-00419,Analytics,Tech Lead,PostgreSQL,-32,16,8,6,5,30,11,7,1,1,1,100.0,1
EMP-00420,Platform,Manager,Oracle,85,8,2,4,7,46,34,9,1,0,1,66.94,1
EMP-00421,Platform,Tech Lead,MySQL,96,19,19,0,8,12,44,10,1,1,1,0.0,0
EMP-00422,Compliance,SRE,Oracle,16,16,12,4,1,29,27,4,1,1,1,0.0,0
EMP-00423,Finance,Tech Lead,MariaDB,-4,16,15,0,6,34,9,6,1,1,0,0.0,0
EMP-00424,DevOps,Senior Developer,PostgreSQL,-11,18,18,0,0,67,7,5,0,0,1,0.0,1
EMP-00425,Analytics,Senior Developer,PostgreSQL,120,6,0,4,2,54,4,7,1,0,1,31.71,0
EMP-00426,Engineering,Developer,PostgreSQL,111,17,10,6,8,75,21,6,0,0,1,70.24,1
EMP-00427,Compliance,Manager,SQL Server,179,10,4,5,6,74,41,3,0,0,0,89.56,1
EMP-00428,Analytics,Manager,Oracle,-24,0,0,0,0,37,50,7,0,0,1,88.43,1
EMP-00429,Compliance,Analyst,PostgreSQL,-33,2,0,2,8,116,13,5,1,0,0,100.0,1
EMP-00430,Compliance,Analyst,MongoDB,74,15,13,0,11,84,10,10,0,0,0,0.0,0
EMP-00431,Security,Security Engineer,MySQL,30,15,10,5,2,82,23,5,1,1,0,1.46,0
EMP-00432,Security,Platform Engineer,MySQL,16,9,8,1,6,51,11,7,1,0,0,0.0,0
EMP-00433,Engineering,Platform Engineer,SQL Server,100,20,18,1,8,65,17,7,1,0,1,0.0,0
EMP-00434,Platform,Security Engineer,MySQL,164,20,17,1,4,64,14,6,0,1,1,0.0,0
EMP-00435,Security,Senior DBA,PostgreSQL,39,16,14,2,1,25,49,5,1,1,1,0.0,0
EMP-00436,Compliance,DBA,Oracle,10,5,0,3,0,4,47,9,0,1,1,27.7,0
EMP-00437,Analytics,Senior DBA,PostgreSQL,19,17,15,2,3,15,10,3,0,1,0,0.0,0
EMP-00438,Security,Manager,SQL Server,87,19,13,6,2,77,30,7,0,0,0,0.0,0
EMP-00439,Compliance,SRE,Oracle,89,2,0,2,0,26,27,2,1,1,1,17.01,0
EMP-00440,Security,SRE,Oracle,124,9,3,5,1,26,11,5,1,1,0,25.64,0
EMP-00441,Infrastructure,Security Engineer,MySQL,15,15,8,6,0,115,43,4,0,1,1,38.77,0
EMP-00442,Operations,Platform Engineer,MySQL,-21,14,8,5,1,51,8,2,1,0,0,88.44,1
EMP-00443,Operations,Security Engineer,PostgreSQL,90,2,0,2,4,73,33,6,1,1,0,35.76,0
EMP-00444,Engineering,Senior Developer,PostgreSQL,4,20,14,5,5,69,33,2,0,0,0,39.01,0
EMP-00445,Platform,Senior DBA,MySQL,-7,9,5,3,0,4,45,10,1,1,0,19.58,0
EMP-00446,Infrastructure,Platform Engineer,MySQL,11,13,8,3,8,95,14,10,0,0,1,48.85,0
EMP-00447,Engineering,Manager,MySQL,157,0,0,0,0,93,2,10,0,0,0,0.0,0
EMP-00448,Data Science,Security Engineer,PostgreSQL,27,16,10,4,2,25,34,7,0,1,1,0.0,0
EMP-00449,Platform,Developer,PostgreSQL,-42,7,2,4,3,55,24,9,1,0,0,100.0,1
EMP-00450,Infrastructure,Platform Engineer,PostgreSQL,-21,9,7,1,1,118,34,7,0,0,1,63.37,1
EMP-00451,Infrastructure,Analyst,PostgreSQL,5,5,3,0,3,72,12,5,1,0,1,11.4,0
EMP-00452,DevOps,Senior DBA,MySQL,-6,17,17,0,0,11,32,10,1,1,0,0.0,0
EMP-00453,Compliance,SRE,PostgreSQL,126,4,0,3,3,9,18,8,1,1,1,27.85,0
EMP-00454,Operations,SRE,Oracle,7,15,9,5,4,3,40,10,0,1,0,37.3,0
EMP-00455,Finance,Developer,PostgreSQL,-3,18,16,1,7,99,29,6,0,0,0,19.42,0
EMP-00456,Compliance,SRE,Oracle,-5,17,11,6,1,35,20,2,1,1,1,66.82,1
EMP-00457,Security,Security Engineer,MySQL,28,18,17,0,4,28,8,2,0,1,1,0.0,0
EMP-00458,Analytics,Analyst,Oracle,-17,20,12,6,6,82,16,3,0,0,1,100.0,1
EMP-00459,Engineering,Manager,Oracle,65,13,8,3,8,100,17,9,1,0,1,32.3,0
EMP-00460,Data Science,Tech Lead,MongoDB,17,10,8,2,7,35,48,7,0,1,0,26.64,0
EMP-00461,Data Science,DBA,PostgreSQL,82,7,4,3,3,14,8,7,1,1,0,3.36,0
EMP-00462,Compliance,Developer,PostgreSQL,159,11,5,4,5,109,25,9,1,0,0,24.13,0
EMP-00463,Engineering,Manager,PostgreSQL,54,5,2,1,0,65,15,6,1,0,1,0.0,0
EMP-00464,Finance,Senior DBA,PostgreSQL,25,17,12,5,3,21,17,4,1,1,0,0.0,0
EMP-00465,Platform,Developer,MySQL,-29,12,9,3,4,48,29,4,1,0,0,80.0,1
EMP-00466,Compliance,Senior DBA,MySQL,3,16,10,6,2,27,27,7,1,1,1,31.44,0
EMP-00467,Infrastructure,Platform Engineer,SQL Server,129,15,8,6,8,15,6,8,1,0,1,54.8,0
EMP-00468,Data Science,Analyst,Oracle,21,19,18,1,8,15,42,9,0,0,1,0.0,0
EMP-00469,Engineering,Tech Lead,MongoDB,125,17,13,2,0,22,22,9,1,1,0,0.0,0
EMP-00470,Data Science,Manager,Oracle,41,5,3,0,8,91,2,2,0,0,1,76.21,1
EMP-00471,Analytics,Platform Engineer,MariaDB,-36,17,16,1,5,56,17,6,0,0,0,36.42,0
EMP-00472,Platform,Security Engineer,PostgreSQL,81,12,10,1,1,45,8,6,0,1,1,0.0,0
EMP-00473,Infrastructure,Analyst,Oracle,3,2,0,2,2,64,33,6,0,0,1,76.28,1
EMP-00474,Analytics,Developer,PostgreSQL,-31,3,1,1,1,120,23,4,1,0,0,85.02,1
EMP-00475,DevOps,Developer,MySQL,42,16,10,4,4,100,48,5,1,0,1,5.08,0
EMP-00476,Analytics,Tech Lead,PostgreSQL,-7,4,1,2,5,31,39,5,1,1,1,99.77,1
EMP-00477,Operations,Manager,MySQL,60,0,0,0,7,30,36,3,0,0,0,56.88,1
EMP-00478,Platform,Tech Lead,PostgreSQL,27,11,5,4,7,22,7,4,1,1,1,62.9,1
EMP-00479,Engineering,Developer,PostgreSQL,25,11,7,4,5,25,16,10,1,0,0,1.56,0
EMP-00480,Platform,SRE,MySQL,15,14,9,5,0,29,16,4,0,1,0,3.23,0
EMP-00481,Data Science,Senior DBA,MySQL,31,8,7,0,4,16,48,2,1,1,0,0.0,0
EMP-00482,Operations,Senior Developer,MySQL,152,1,0,1,2,17,42,10,1,0,0,0.0,0
EMP-00483,Platform,Senior Developer,MySQL,-23,3,2,1,8,20,20,10,1,0,0,100.0,1
EMP-00484,Data Science,Developer,SQL Server,11,5,3,0,7,9,50,9,1,0,1,10.3,0
EMP-00485,DevOps,Senior DBA,PostgreSQL,-6,3,3,0,1,21,18,9,0,1,1,32.83,0
EMP-00486,Infrastructure,Analyst,MariaDB,0,11,7,3,6,112,38,7,0,0,0,67.46,1
EMP-00487,Engineering,Senior Developer,MySQL,6,0,0,0,5,11,44,8,1,0,1,28.6,0
EMP-00488,Platform,Analyst,MongoDB,17,5,2,2,3,18,39,9,0,0,0,10.91,0
EMP-00489,Compliance,Security Engineer,MariaDB,-15,8,5,3,3,51,28,3,0,1,0,100.0,1
EMP-00490,Platform,Manager,MySQL,66,0,0,0,4,105,15,7,1,0,0,8.81,0
EMP-00491,Operations,Tech Lead,Oracle,7,1,0,0,0,32,17,7,0,1,0,11.69,0
EMP-00492,DevOps,DBA,PostgreSQL,-8,2,0,2,2,28,5,4,1,1,0,79.88,1
EMP-00493,Security,Senior DBA,MongoDB,-20,7,2,4,0,26,21,9,0,1,0,92.06,1
EMP-00494,Operations,Senior DBA,MySQL,-29,10,4,5,4,28,42,3,1,1,0,100.0,1
EMP-00495,Finance,SRE,PostgreSQL,138,3,1,0,3,33,24,4,0,1,0,18.82,0
EMP-00496,Security,Platform Engineer,PostgreSQL,25,3,2,1,6,32,42,10,1,0,1,13.93,0
EMP-00497,Infrastructure,Security Engineer,PostgreSQL,84,16,11,5,1,68,27,3,1,1,1,0.0,0
EMP-00498,DevOps,Senior DBA,Oracle,17,5,3,0,3,35,43,8,1,1,1,0.0,1
EMP-00499,Operations,Tech Lead,Oracle,150,5,0,3,2,35,18,4,1,1,0,36.92,0
EMP-00500,Engineering,DBA,MySQL,10,8,4,3,3,3,20,7,0,1,0,27.94,0
EMP-00501,Security,SRE,MySQL,-6,3,0,2,4,24,20,9,1,1,0,78.0,1
EMP-00502,Finance,SRE,Oracle,49,5,3,2,0,29,11,8,0,1,0,0.0,0
EMP-00503,Engineering,Analyst,PostgreSQL,156,11,6,5,5,65,7,10,1,0,1,25.16,0
EMP-00504,Security,Platform Engineer,MySQL,32,17,13,4,3,120,10,2,1,0,1,0.0,0
EMP-00505,Infrastructure,SRE,Oracle,47,15,13,2,3,30,3,2,1,1,1,0.0,0
EMP-00506,DevOps,Tech Lead,PostgreSQL,9,16,8,6,6,31,42,7,1,1,0,48.47,0
EMP-00507,Security,Senior DBA,Oracle,140,13,10,1,3,1,34,4,1,1,0,0.0,0
EMP-00508,Platform,Tech Lead,Oracle,34,12,9,1,1,26,50,4,0,1,0,0.0,0
EMP-00509,Compliance,Platform Engineer,MySQL,-22,10,7,1,8,78,4,8,0,0,0,100.0,1
EMP-00510,Compliance,Senior Developer,MySQL,103,12,8,2,8,9,19,10,1,0,0,0.0,0
EMP-00511,Security,Developer,MariaDB,25,9,9,0,4,79,14,3,1,0,1,0.0,0
EMP-00512,Compliance,SRE,PostgreSQL,90,4,2,0,2,32,28,2,1,1,0,0.0,0
EMP-00513,Engineering,Developer,SQL Server,-19,0,0,0,5,105,1,9,1,0,1,100.0,1
EMP-00514,Engineering,Senior DBA,PostgreSQL,3,8,8,0,0,35,48,3,1,1,1,0.0,0
EMP-00515,Compliance,Tech Lead,PostgreSQL,78,12,6,6,6,17,22,3,1,1,1,68.38,1
EMP-00516,Finance,Manager,PostgreSQL,8,20,14,4,3,119,26,8,1,0,1,0.0,0
EMP-00517,Platform,DBA,PostgreSQL,89,6,3,1,0,8,41,2,1,1,1,0.0,0
EMP-00518,DevOps,Security Engineer,MySQL,25,15,12,2,1,115,20,5,1,1,0,0.0,0
EMP-00519,Finance,DBA,MongoDB,-18,7,4,3,1,12,40,9,0,1,0,77.62,1
EMP-00520,Compliance,Senior DBA,Oracle,151,6,3,3,3,12,25,2,1,1,0,30.76,0
EMP-00521,Infrastructure,Tech Lead,PostgreSQL,84,19,12,6,7,31,12,2,0,1,0,59.39,1
EMP-00522,DevOps,Security Engineer,MySQL,136,19,17,0,0,91,34,9,1,1,0,0.0,0
EMP-00523,Infrastructure,Platform Engineer,PostgreSQL,42,20,14,5,0,83,4,4,0,0,0,0.0,0
EMP-00524,DevOps,Tech Lead,MySQL,14,1,0,1,7,6,38,3,1,1,1,64.38,1
EMP-00525,Security,Senior DBA,PostgreSQL,-42,19,15,3,1,34,14,9,0,1,0,22.29,0
EMP-00526,Engineering,Analyst,Oracle,68,13,7,6,4,11,43,7,1,0,1,28.87,0
EMP-00527,Security,SRE,Oracle,1,9,2,5,4,5,2,7,1,1,1,95.71,1
EMP-00528,Infrastructure,Analyst,MongoDB,28,7,5,2,7,24,50,5,1,0,0,24.3,0
EMP-00529,Finance,SRE,Oracle,157,3,3,0,1,10,23,4,1,1,1,0.0,0
EMP-00530,Finance,Manager,Oracle,16,15,9,6,7,78,36,2,0,0,1,100.0,1
EMP-00531,Engineering,Developer,Oracle,41,14,7,5,0,51,22,4,1,0,0,0.0,0
EMP-00532,DevOps,Platform Engineer,MySQL,7,18,10,6,7,48,36,3,1,0,1,75.5,1
EMP-00533,Analytics,Manager,PostgreSQL,119,15,10,3,1,31,25,3,1,0,1,0.0,0
EMP-00534,DevOps,Analyst,Oracle,147,19,18,0,11,44,31,5,1,0,0,0.0,0
EMP-00535,Finance,Senior Developer,Oracle,62,6,3,1,0,70,16,5,0,0,1,0.0,0
